first_name,last_name,birth_date,player_id,season,season_type,league,team,games,starts,minutes,points,plus_minus,two_points_made,two_points_attempted,three_points_made,three_points_attempted,free_throws_made,free_throws_attempted,blocked_shot_attempts,offensive_rebounds,defensive_rebounds,assists,screen_assists,turnovers,steals,deflections,loose_balls_recovered,blocked_shots,personal_fouls,personal_fouls_drawn,offensive_fouls,charges_drawn,technical_fouls,flagrant_fouls,ejections,points_off_turnovers,points_in_paint,second_chance_points,fast_break_points,possessions,estimated_possessions,calculated_possessions,plays_used,team_possessions,usage_percentage,true_shooting_percentage,three_point_attempt_rate,free_throw_rate,offensive_rebounding_percentage,defensive_rebounding_percentage,total_rebounding_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,internal_box_plus_minus,fga,fta,three_pct,three_attempt_rate,points_per_36,minutes_per_game,blocks,steals_per_36,blocks_per_36,deflections_per_36,points_per_100pos,age
kadoshnikov,christmas,1993-08-10,785284,2013,Full Season,Spain - ACB,Lions,33,3,347.76,110,NA,22,42,17,59,15,22,0,7,26,7,0,18,10,0,0,8,41,24,0,0,0,0,0,0,0,0,0,120.8,600.4885,NA,NA,3125.3893,18.5534,0.4969,0.5842,0.21782178217821785,3.4226,9.7343,7.8824,5.588,2.1977,2.3097,13.9882,-1.5795,101,22,0.288135593220339,0.5841584158415841,11.387163561076605,10.538181818181815,8,1.0351966873706004,0.8281573498964804,0,91.05960264900662,20
kadoshnikov,christmas,1993-08-10,785284,2014,Full Season,EuroLeague,Lions,28,4,465.14,187,NA,37,65,31,84,20,26,4,13,24,19,0,23,11,0,0,4,52,34,0,0,0,0,0,0,0,0,0,169.4,797.2247,NA,NA,1996.7261,19.7964,0.5828,0.5638,0.174496644295302,5.408,8.3034,5.654,7.3148,1.813,0.7414,12.5382,1.3225,149,26,0.369047619047619,0.5637583892617449,14.473061873844433,16.612142857142857,4,0.8513565808143785,0.3095842112052285,0,110.3896103896104,21
kadoshnikov,christmas,1993-08-10,785284,2014,Full Season,Spain - ACB,Lions,42,15,748.28,290,NA,41,84,54,133,46,52,3,18,46,36,0,18,23,0,0,10,81,58,0,0,0,0,0,0,0,0,0,237.8,1311.7742,NA,NA,3155.5262,16.9366,0.6045,0.6129,0.23963133640552992,3.7085,6.2373,4.5431,10.364,2.2155,1.6842,6.98,4.7835,217,52,0.40601503759398494,0.6129032258064516,13.951996578820763,17.816190476190474,10,1.1065376596995775,0.48110333030416425,0,121.95121951219512,21
kadoshnikov,christmas,1993-08-10,785284,2015,Full Season,EuroLeague,Lions,23,3,417.15,174,NA,30,46,29,85,27,35,2,8,27,31,0,14,15,0,0,4,50,40,0,0,0,0,0,0,0,0,0,151,730.4032,NA,NA,1978.5935,19.0694,0.5943,0.6489,0.26717557251908397,3.6188,10.3004,6.3447,14.0649,1.9455,1.2746,8.7282,4.0588,131,35,0.3411764705882353,0.648854961832061,15.016181229773464,18.13695652173913,4,1.2944983818770228,0.34519956850053934,0,115.2317880794702,22
kadoshnikov,christmas,1993-08-10,785284,2015,Full Season,Spain - ACB,Lions,37,15,656.45,306,NA,35,73,67,150,35,39,3,18,45,39,0,20,27,0,0,10,68,49,0,0,0,0,0,0,0,0,0,240.6,1132.9681,NA,NA,3054.8632,19.8479,0.6371,0.6726,0.17488789237668162,3.6495,9.3766,6.481,10.4413,2.6997,1.3563,7.6876,6.2276,223,39,0.44666666666666666,0.672645739910314,16.78117145250971,17.741891891891893,10,1.4806915987508569,0.5484042958336507,0,127.18204488778056,22
kadoshnikov,christmas,1993-08-10,785284,2016,Full Season,EuroLeague,Lions,25,2,480.53,232,NA,36,66,40,96,40,48,5,15,39,21,0,12,14,0,0,3,40,46,0,0,0,0,0,0,0,0,0,178.2,823.7213,NA,NA,2014.1771,20.7245,0.6335,0.5926,0.2962962962962963,3.5384,9.4447,7.7603,10.8531,1.7896,1.1664,6.1501,4.6497,162,48,0.4166666666666667,0.5925925925925926,17.380808690404347,19.2212,3,1.0488419037312968,0.2247518365138493,0,130.19079685746354,23
kadoshnikov,christmas,1993-08-10,785284,2016,Full Season,Spain - ACB,Lions,37,15,720.13,328,NA,51,85,59,149,49,57,1,23,64,41,0,24,30,0,0,6,70,59,0,0,0,0,0,0,0,0,0,257.8,1252.7751,NA,NA,3087.8845,19.9135,0.633,0.6368,0.2435897435897436,4.4586,12.4469,7.4536,9.7644,2.6607,1.4643,8.4782,6.3995,234,57,0.3959731543624161,0.6367521367521367,16.397039423437434,19.462972972972977,6,1.499729215558302,0.2999458431116604,0,127.23041117145073,23
kadoshnikov,christmas,1993-08-10,785284,2020,Full Season,EuroLeague,Lions,25,3,370.47,130,NA,15,32,30,65,10,12,2,13,39,10,0,6,14,0,0,2,44,20,0,0,0,0,0,0,0,0,0,94.8,672.2918,NA,NA,2105.0916,14.0446,0.6355,0.6701,0.12371134020618556,5.6833,15.6021,8.8723,2.6151,2.464,0.4633,5.5412,2.3995,97,12,0.4615384615384616,0.6701030927835051,12.6326018301077,14.8188,2,1.3604340432423678,0.1943477204631954,0,137.13080168776372,27
kadoshnikov,christmas,1993-08-10,785284,2020,Full Season,Spain - ACB,Lions,28,7,507.15,154,NA,22,40,33,90,11,15,3,15,46,16,0,16,16,0,0,6,55,20,0,0,0,0,0,0,0,0,0,137,937.5032,NA,NA,2384.6576,14.1302,0.5637,0.6923,0.1153846153846154,4.6092,11.7646,8.4145,3.5354,1.926,1.4719,10.4849,0.894,130,15,0.36666666666666664,0.6923076923076923,10.93167701863354,18.1125,6,1.1357586512866016,0.4259094942324756,0,112.40875912408758,27
kadoshnikov,christmas,1993-08-10,785284,2021,Full Season,EuroLeague,Lions,23,21,485.57,201,NA,16,35,48,103,25,27,7,18,37,13,0,6,13,0,0,7,55,23,0,0,0,0,0,0,0,0,0,136.8,840.6968,NA,NA,1740.0036,16.0709,0.6705,0.7464,0.1956521739130435,6.8349,9.8079,7.5704,3.3912,1.8656,2.1297,3.8491,5.7869,138,27,0.46601941747572817,0.7463768115942029,14.90207385134996,21.11173913043478,7,0.963815721729102,0.5189776963156703,0,146.92982456140348,28
kadoshnikov,christmas,1993-08-10,785284,2021,Full Season,Spain - ACB,Lions,16,11,328.05,138,NA,21,33,26,66,18,20,1,15,32,10,0,13,11,0,0,4,35,18,0,0,0,0,0,0,0,0,0,105,596.4051,NA,NA,1527.8007,17.6141,0.6401,0.6667,0.202020202020202,8.2106,11.2972,10.5861,2.9201,1.8089,1.2151,10.7616,4.4962,99,20,0.3939393939393939,0.6666666666666666,15.144032921810698,20.503125,4,1.207133058984911,0.438957475994513,0,131.42857142857142,28
rashawn,de,1989-08-30,326317,2021,Full Season,EuroCup,Redbirds,14,3,284.28,130,NA,22,36,21,41,23,28,1,11,40,8,0,9,6,0,0,1,24,24,0,0,0,0,0,0,0,0,0,86.2,511.4485,NA,NA,1005.6905,16.7567,0.7277,0.5325,0.3636363636363637,6.3421,22.2749,11.9027,4.51,1.2687,0.4578,9.1538,2.0439,77,28,0.5121951219512195,0.5324675324675324,16.46264246517518,20.305714285714284,1,0.7598142676234699,0.12663571127057832,0,150.8120649651972,32
rashawn,de,1989-08-30,326317,2021,Full Season,Spain - ACB,Redbirds,19,4,408.17,166,NA,34,51,23,59,29,38,5,17,57,13,0,20,16,0,0,4,37,34,0,0,0,0,0,0,0,0,0,128.2,731.0018,NA,NA,1370.6056,17.53,0.655,0.5364,0.34545454545454546,5.5283,20.5497,12.1629,3.4997,2.4254,1.2251,13.6314,2.2624,110,38,0.3898305084745763,0.5363636363636364,14.640958424186,21.48263157894737,4,1.4111767155841928,0.3527941788960482,0,129.4851794071763,32
damian,roll,1982-12-09,465208,2012,Full Season,EuroCup,Cardinal,6,5,156.36,58,NA,20,48,3,19,9,12,4,6,14,13,0,11,3,0,0,3,10,15,0,0,0,0,0,0,0,0,0,76.8,272.2655,NA,NA,417.8987,25.882,0.4012,0.2836,0.1791044776119403,4.1306,11.4155,7.4165,16.9961,1.2577,1.9298,13.2085,-4.1635,67,12,0.15789473684210523,0.2835820895522388,13.353798925556408,26.06,3,0.6907137375287797,0.6907137375287797,0,75.52083333333334,30
damian,roll,1982-12-09,465208,2013,Full Season,EuroLeague,Blue Raiders,9,7,203.16,57,NA,12,40,8,21,9,11,3,3,21,6,0,16,3,0,0,1,23,16,0,0,0,0,0,0,0,0,0,78.4,358.9661,NA,NA,715.5681,19.7775,0.4329,0.3443,0.18032786885245905,2.4915,14.4652,7.8559,7.1747,0.6371,0.9906,19.5503,-7.1838,61,11,0.380952380952381,0.3442622950819672,10.100413467217956,22.573333333333338,1,0.5316007088009451,0.1772002362669817,0,72.70408163265306,31
damian,roll,1982-12-09,465208,2016,Full Season,Italy - Liga A,Grizzlies,37,33,893,321,NA,82,173,38,111,43,48,5,19,93,89,0,64,28,0,0,2,72,71,0,0,0,0,0,0,0,0,0,348.2,1629.4526,NA,NA,2946.8824,19.7898,0.526,0.3908,0.16901408450704225,2.8827,12.3754,9.3118,18.2043,1.4395,0.1992,17.3385,-0.5004,284,48,0.34234234234234234,0.3908450704225352,12.940649496080626,24.135135135135137,2,1.1287793952967526,0.08062709966405375,0,92.18839747271684,34
damian,roll,1982-12-09,465208,2017,Full Season,Italy - Liga A,Hatters,23,1,425,136,NA,31,79,20,55,14,16,6,14,49,34,0,29,17,0,0,2,20,29,0,0,0,0,0,0,0,0,0,155.4,775.9696,NA,NA,2200.1019,19.1887,0.4821,0.4104,0.11940298507462686,4.5045,16.2455,9.8205,14.0717,1.8665,0.3066,17.0548,-3.4386,134,16,0.3636363636363637,0.4104477611940298,11.52,18.47826086956522,2,1.44,0.16941176470588237,0,87.51608751608751,35
kurucs,humphrey,1990-08-20,748794,2013,Full Season,NBA,Raptors,29,0,342.35,116,96,41,73,1,2,31,38,5,30,47,11,0,17,13,0,0,15,53,0,0,0,5,1,0,0,0,0,0,77.2,644.7166,678.5,112,7525.3031,14.7308,0.6324,0.0267,0.5066666666666667,11.5375,18.4324,14.6673,6.3495,2.0357,3.8387,15.6365,0.0371,75,38,0.5,0.02666666666666667,12.198042938513217,11.805172413793104,15,1.3670220534540674,1.577333138600847,0,150.25906735751295,23
kurucs,humphrey,1990-08-20,748794,2014,Full Season,NBA,NA,63,0,847.7,171,-140,62,126,4,15,35,53,10,72,144,28,0,30,23,0,0,26,122,0,0,0,5,0,0,0,0,0,0,120.2,1662.7473,1754.5,196,7829.1455,10.1367,0.5195,0.0989,0.375886524822695,11.0518,18.4784,14.5251,4.4947,1.5469,2.8704,15.6001,-1.7587,141,53,0.26666666666666666,0.10638297872340426,7.262003067122802,13.455555555555556,26,0.9767606464551136,1.1041642090362156,0,142.26289517470883,24
kurucs,humphrey,1990-08-20,748794,2015,Full Season,NBA,Knicks,68,21,1287.0667,398,-211,134,271,18,60,76,97,10,79,222,68,0,60,27,0,0,22,147,0,0,0,5,2,0,2,0,0,0,350.8,2445.001,2629,443,7543.5866,15.5135,0.5325,0.1813,0.2930513595166163,6.574,20.8406,14.3429,10.4792,0.9514,1.1244,13.8351,-3.0652,331,97,0.3,0.18126888217522655,11.132290191331965,18.92745147058824,22,0.7552056159948819,0.6153527241439779,0,113.45496009122007,25
kurucs,humphrey,1990-08-20,748794,2016,Full Season,NBA,Kings,59,29,875.9,307,-128,100,165,19,49,50,68,6,65,123,27,0,27,29,0,0,24,103,0,0,0,6,1,0,0,0,0,0,203.2,1823.941,1904,279,8248.2366,13.134,0.6293,0.229,0.3177570093457944,9.6182,16.351,12.0208,2.991,1.6771,1.8829,9.966,-0.0467,214,68,0.3877551020408163,0.22897196261682243,12.61787875328234,14.845762711864406,24,1.1919168854892113,0.9864139741979678,0,151.08267716535434,26
kurucs,humphrey,1990-08-20,748794,2017,Full Season,NBA,NA,38,1,557.75,222,-34,33,80,37,90,45,60,7,20,95,18,25,21,14,48,9,15,67,0,0,6,0,0,0,0,0,0,0,195,1167.5574,1212,220,8271.5907,16.8411,0.5669,0.5313,0.35294117647058826,3.6603,18.3391,10.561,3.7684,1.3334,2.4459,9.6581,-2.0683,170,60,0.4111111111111111,0.5294117647058824,14.329000448229491,14.677631578947368,15,0.9036306588973554,0.9681757059614522,3.098162259076647,113.84615384615384,27
kurucs,humphrey,1990-08-20,748794,2018,Full Season,NBA,Nets,70,8,1358.9833,411,-60,28,73,102,292,49,60,13,40,217,57,107,60,33,100,28,29,149,0,0,21,5,1,0,0,0,0,0,409,2799.2844,2973.5,451,8179.6134,14.3792,0.525,0.8,0.1643835616438356,3.3418,17.8987,9.7072,7.1338,1.0741,1.3243,13.292,-2.5338,365,60,0.3493150684931507,0.8,10.88755100964081,19.414047142857143,29,0.8741829277813788,0.7682213607775754,2.6490391750950875,100.48899755501222,28
kurucs,humphrey,1990-08-20,748794,2019,Full Season,NBA,Suns,10,0,122.9167,17,4,2,3,2,15,7,10,0,3,22,8,12,4,1,4,2,4,24,0,0,4,1,0,0,0,0,0,0,23,257.421,288.5,27,8326.8264,9.2216,0.3795,0.8333,0.5555555555555556,1.7101,21.8502,11.1371,8.1426,0.3413,3.1202,15.1515,-8.008,18,10,0.13333333333333333,0.8333333333333334,4.978981700615132,12.29167,4,0.2928812765067725,1.17152510602709,1.17152510602709,73.91304347826086,29
kurucs,humphrey,1990-08-20,748794,2020,Full Season,EuroLeague,Buffaloes,27,19,525.67,130,NA,30,51,18,69,16,20,4,25,69,19,0,33,16,0,0,22,58,25,0,0,0,0,0,0,0,0,0,136,954.3156,NA,NA,2114.9654,14.7653,0.5047,0.575,0.16666666666666666,7.5044,16.5009,10.5117,8.3984,2.2025,5.2794,20.3956,0.4483,120,20,0.2608695652173913,0.575,8.902923887610099,19.469259259259257,22,1.0957444784750892,1.5066486579032472,0,95.58823529411764,30
adams,dejean-jones,1993-12-23,293626,2021,Full Season,EuroCup,Orange,14,8,299.2,147,NA,25,52,27,53,16,18,2,4,18,24,0,24,9,0,0,4,36,28,0,0,0,0,0,0,0,0,0,132.2,565.2321,NA,NA,1057.9286,21.6217,0.6509,0.5048,0.17142857142857143,1.7777,7.9247,4.6651,11.3283,1.8149,1.1754,17.5285,1.9308,105,18,0.5094339622641509,0.5047619047619047,17.68716577540107,21.37142857142857,4,1.0828877005347597,0.48128342245989303,0,111.19515885022696,28
adams,dejean-jones,1993-12-23,293626,2021,Full Season,Italy - Liga A,Orange,18,8,339,124,NA,20,55,25,76,9,10,5,5,24,26,0,22,14,0,0,2,36,19,0,0,0,0,0,0,0,0,0,152,637.8547,NA,NA,1354.7356,21.4383,0.4579,0.5802,0.07633587786259542,1.2248000000000001,7.2112,6.2888,11.5393,1.9222,1.2659,13.9771,-3.0819,131,10,0.32894736842105265,0.5801526717557252,13.168141592920351,18.833333333333332,2,1.4867256637168142,0.21238938053097345,0,81.57894736842105,28
youssou,mercer,1986-01-01,689448,2012,Full Season,EuroCup,Golden Bears,5,2,129.73,68,NA,25,47,0,1,18,25,4,9,33,5,0,4,1,0,0,3,6,21,0,0,0,0,0,0,0,0,0,53,221.9204,NA,NA,829.6534,24.9308,0.5763,0.0208,0.5208333333333334,10.8635,37.5758,24.6081,11.4581,0.088,3.0767,6.3492,1.0706,48,25,0,0.02083333333333333,18.8699606875819,25.946,3,0.27749942187620447,0.8324982656286134,0,128.30188679245282,26
youssou,mercer,1986-01-01,689448,2012,Full Season,Italy - Liga A,Golden Bears,9,5,256,120,NA,43,87,0,1,34,52,4,19,61,2,0,17,10,0,0,8,22,40,0,0,0,0,0,0,0,0,0,106.8,458.0929,NA,NA,2308.3587,24.446,0.5411,0.0114,0.5909090909090909,10.435,30.0824,21.2397,0.9228,2.7225,3.405,13.2937,-5.6354,88,52,0,0.01136363636363636,16.875,28.444444444444443,8,1.40625,1.125,0,112.35955056179776,26
sakho,benjamin,1990-04-22,932866,2021,Full Season,EuroCup,Terrapins,10,10,210.62,92,NA,39,64,0,0,14,22,4,17,31,4,0,21,4,0,0,17,25,25,0,0,0,0,0,0,0,0,0,76.8,385.5134,NA,NA,732.1533,22.0251,0.6243,0,0.34375,11.7764,17.3747,14.8624,6.578,0.9549,7.7175,22.18,-3.0116,64,22,NA,0,15.725002373943594,21.062,17,0.683695755388852,2.905706960402621,0,119.79166666666669,31
pascolo,palsson,1984-02-07,597689,2011,Full Season,NBA,Timberwolves,4,0,29,15,-6,3,7,3,4,0,0,0,0,2,1,0,4,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,58.2804,62,15,7950.256,22.0452,0.6818,0.3636,0,0,9.5044,3.7891,6.5955,1.9462,0,26.6667,-0.4714,11,0,0.75,0.3636363636363637,18.620689655172416,7.25,0,1.2413793103448276,0,0,100,27
mcadoo,black,1984-07-07,502857,2012,Full Season,NBA,Jazz,7,0,37.9833,15,-6,3,7,3,10,0,0,0,0,2,3,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,22,72.3736,78,22,6526.0125,25.9515,0.4412,0.5882,0,0,7.4515,4.351,12.6406,0,0,22.7273,-11.9367,17,0,0.3,0.5882352941176471,14.21677421393086,5.426185714285714,0,0,0,0,68.18181818181817,28
mcadoo,black,1984-07-07,502857,2014,Full Season,EuroCup,Quakers,10,2,241.68,150,NA,21,40,21,46,45,46,4,2,13,26,0,25,6,0,0,0,24,40,0,0,0,0,0,0,0,0,0,127.4,448.3536,NA,NA,751.3299,26.6952,0.7059,0.5349,0.5348837209302325,0.7807,7.9658,4.3275,23.5465,1.2944,0,19.0491,3.3745,86,46,0.4565217391304347,0.5348837209302325,22.34359483614697,24.168,0,0.8937437934458788,0,0,117.73940345368916,30
mcadoo,black,1984-07-07,502857,2014,Full Season,EuroLeague,Quakers,9,4,201.64,86,NA,14,36,13,36,19,21,3,2,13,14,0,15,0,0,0,1,23,25,0,0,0,0,0,0,0,0,0,93.4,362.9893,NA,NA,720.0703,23.7183,0.5293,0.5,0.2916666666666667,2.703,8.6676,4.1477,13.6991,0,0.1333,15.586,-7.2465,72,21,0.3611111111111111,0.5,15.354096409442572,22.404444444444444,1,0,0.17853600476096015,0,92.07708779443254,30
zendon,rivero,1994-11-01,683421,2021,Full Season,EuroCup,Terrapins,8,7,209.47,76,NA,17,34,9,34,15,21,3,10,24,6,0,12,6,0,0,5,21,26,0,0,0,0,0,0,0,0,0,78.4,383.4085,NA,NA,732.1533,20.8736,0.492,0.5,0.3088235294117647,7.8533,13.5703,11.144,3.5063,1.3452,2.2891,13.4469,-5.239,68,21,0.2647058823529412,0.5,13.061536258175394,26.18375,5,1.0311739151191102,0.8593115959325918,0,96.93877551020408,27
aldemir,kalaitzakis,1988-06-16,283203,2010,Full Season,NBA,Bobcats,6,0,29.5167,10,4,5,10,0,0,0,1,1,1,3,0,0,2,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,11.4,55.419,58.5,13,7825.6199,19.6402,0.4789,0,0.1,3.6815,12.1873,8.3891,0,2.0673,2.9136,16.0772,-5.5472,10,1,NA,0,12.19648537946315,4.91945,1,1.2196485379463151,1.2196485379463151,0,87.71929824561403,22
aldemir,kalaitzakis,1988-06-16,283203,2011,Full Season,NBA,NA,34,2,339.85,143,1,47,99,12,34,13,18,5,17,61,10,0,18,11,0,0,19,73,0,0,0,0,0,0,0,0,0,0,141.2,653.5093,709.5,161,8022.9831,21.1898,0.5088,0.2566,0.13533834586466165,5.5183,22.5235,13.6702,4.8929,1.5014,4.1788,11.2678,-3.5931,133,18,0.35294117647058826,0.2556390977443609,15.147859349713109,9.995588235294118,19,1.1652199499779314,2.0126526408709724,0,101.27478753541077,23
aldemir,kalaitzakis,1988-06-16,283203,2014,Full Season,NBA,Pelicans,56,30,950.5833,328,-100,136,248,0,1,56,67,15,94,183,40,0,63,23,0,0,46,187,0,0,0,0,0,0,0,0,0,0,244.8,1825.3863,1916,349,7625.4324,16.3182,0.5889,0.004,0.26907630522088355,12.105,24.7652,17.1018,9.172,1.4333,4.1843,18.4491,-2.6428,249,67,0,0.00401606425702811,12.421846670354928,16.974701785714284,46,0.8710441262748884,1.7420882525497767,0,133.98692810457516,26
aldemir,kalaitzakis,1988-06-16,283203,2015,Full Season,NBA,Pelicans,71,8,967,451,-20,185,333,0,0,81,99,18,104,212,48,0,69,22,0,0,51,153,0,0,0,1,0,0,0,0,0,0,337.6,1840.9658,1920.5,451,7906.4437,21.031,0.5988,0,0.2972972972972973,11.5804,25.4306,19.6478,10.3893,1.2092,3.9963,15.4861,1.9133,333,99,NA,0,16.790072388831437,13.619718309859154,51,0.8190279214064116,1.8986556359875904,0,133.59004739336493,27
aldemir,kalaitzakis,1988-06-16,283203,2016,Full Season,NBA,Pelicans,59,17,860.7,352,-64,150,314,0,1,52,62,12,75,194,31,0,54,19,0,0,36,134,0,0,0,5,0,0,0,0,0,0,318.8,1735.4548,1822.5,401,7976.5993,20.3643,0.5142,0.0032,0.1968253968253968,8.7873,26.3696,17.8785,6.5036,0.9135,3.5634,13.6267,-3.9943,315,62,0,0.00317460317460317,14.722899965144649,14.58813559322034,36,0.7947019867549668,1.5057511327988846,0,110.41405269761606,28
aldemir,kalaitzakis,1988-06-16,283203,2017,Full Season,NBA,Pelicans,39,15,584.35,207,-64,89,174,0,4,29,40,13,46,131,12,66,31,20,46,19,22,77,0,0,1,1,0,0,0,0,0,0,179,1193.3156,1264,233,8129.6989,17.1796,0.5291,0.0225,0.2247191011235955,9.5327,25.0435,16.645,2.699,1.7993,3.021,13.6805,-3.331,178,40,0,0.02247191011235955,12.752631128604431,14.983333333333334,22,1.232138273295114,1.3553521006246254,2.833918028578762,115.64245810055868,29
