first_name,last_name,birth_date,player_id,season,season_type,league,team,games,starts,minutes,points,plus_minus,two_points_made,two_points_attempted,three_points_made,three_points_attempted,free_throws_made,free_throws_attempted,blocked_shot_attempts,offensive_rebounds,defensive_rebounds,assists,screen_assists,turnovers,steals,deflections,loose_balls_recovered,blocked_shots,personal_fouls,personal_fouls_drawn,offensive_fouls,charges_drawn,technical_fouls,flagrant_fouls,ejections,points_off_turnovers,points_in_paint,second_chance_points,fast_break_points,possessions,estimated_possessions,calculated_possessions,plays_used,team_possessions,usage_percentage,true_shooting_percentage,three_point_attempt_rate,free_throw_rate,offensive_rebounding_percentage,defensive_rebounding_percentage,total_rebounding_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,internal_box_plus_minus,fga,fta,three_pct,three_attempt_rate,points_per_36,minutes_per_game,blocks,steals_per_36,blocks_per_36,deflections_per_36,points_per_100pos,age
kadoshnikov,christmas,1993-08-10,785284,2021,Full Season,EuroLeague,Lions,23,21,485.57,201,NA,16,35,48,103,25,27,7,18,37,13,0,6,13,0,0,7,55,23,0,0,0,0,0,0,0,0,0,136.8,840.6968,NA,NA,1740.0036,16.0709,0.6705,0.7464,0.1956521739130435,6.8349,9.8079,7.5704,3.3912,1.8656,2.1297,3.8491,5.7869,138,27,0.46601941747572817,0.7463768115942029,14.90207385134996,21.11173913043478,7,0.963815721729102,0.5189776963156703,0,146.92982456140348,28
rashawn,de,1989-08-30,326317,2021,Full Season,Spain - ACB,Redbirds,19,4,408.17,166,NA,34,51,23,59,29,38,5,17,57,13,0,20,16,0,0,4,37,34,0,0,0,0,0,0,0,0,0,128.2,731.0018,NA,NA,1370.6056,17.53,0.655,0.5364,0.34545454545454546,5.5283,20.5497,12.1629,3.4997,2.4254,1.2251,13.6314,2.2624,110,38,0.3898305084745763,0.5363636363636364,14.640958424186,21.48263157894737,4,1.4111767155841928,0.3527941788960482,0,129.4851794071763,32
damian,roll,1982-12-09,465208,2016,Full Season,Italy - Liga A,Grizzlies,37,33,893,321,NA,82,173,38,111,43,48,5,19,93,89,0,64,28,0,0,2,72,71,0,0,0,0,0,0,0,0,0,348.2,1629.4526,NA,NA,2946.8824,19.7898,0.526,0.3908,0.16901408450704225,2.8827,12.3754,9.3118,18.2043,1.4395,0.1992,17.3385,-0.5004,284,48,0.34234234234234234,0.3908450704225352,12.940649496080626,24.135135135135137,2,1.1287793952967526,0.08062709966405375,0,92.18839747271684,34
damian,roll,1982-12-09,465208,2017,Full Season,Italy - Liga A,Hatters,23,1,425,136,NA,31,79,20,55,14,16,6,14,49,34,0,29,17,0,0,2,20,29,0,0,0,0,0,0,0,0,0,155.4,775.9696,NA,NA,2200.1019,19.1887,0.4821,0.4104,0.11940298507462686,4.5045,16.2455,9.8205,14.0717,1.8665,0.3066,17.0548,-3.4386,134,16,0.3636363636363637,0.4104477611940298,11.52,18.47826086956522,2,1.44,0.16941176470588237,0,87.51608751608751,35
kurucs,humphrey,1990-08-20,748794,2014,Full Season,NBA,NA,63,0,847.7,171,-140,62,126,4,15,35,53,10,72,144,28,0,30,23,0,0,26,122,0,0,0,5,0,0,0,0,0,0,120.2,1662.7473,1754.5,196,7829.1455,10.1367,0.5195,0.0989,0.375886524822695,11.0518,18.4784,14.5251,4.4947,1.5469,2.8704,15.6001,-1.7587,141,53,0.26666666666666666,0.10638297872340426,7.262003067122802,13.455555555555556,26,0.9767606464551136,1.1041642090362156,0,142.26289517470883,24
kurucs,humphrey,1990-08-20,748794,2015,Full Season,NBA,Knicks,68,21,1287.0667,398,-211,134,271,18,60,76,97,10,79,222,68,0,60,27,0,0,22,147,0,0,0,5,2,0,2,0,0,0,350.8,2445.001,2629,443,7543.5866,15.5135,0.5325,0.1813,0.2930513595166163,6.574,20.8406,14.3429,10.4792,0.9514,1.1244,13.8351,-3.0652,331,97,0.3,0.18126888217522655,11.132290191331965,18.92745147058824,22,0.7552056159948819,0.6153527241439779,0,113.45496009122007,25
kurucs,humphrey,1990-08-20,748794,2016,Full Season,NBA,Kings,59,29,875.9,307,-128,100,165,19,49,50,68,6,65,123,27,0,27,29,0,0,24,103,0,0,0,6,1,0,0,0,0,0,203.2,1823.941,1904,279,8248.2366,13.134,0.6293,0.229,0.3177570093457944,9.6182,16.351,12.0208,2.991,1.6771,1.8829,9.966,-0.0467,214,68,0.3877551020408163,0.22897196261682243,12.61787875328234,14.845762711864406,24,1.1919168854892113,0.9864139741979678,0,151.08267716535434,26
kurucs,humphrey,1990-08-20,748794,2017,Full Season,NBA,NA,38,1,557.75,222,-34,33,80,37,90,45,60,7,20,95,18,25,21,14,48,9,15,67,0,0,6,0,0,0,0,0,0,0,195,1167.5574,1212,220,8271.5907,16.8411,0.5669,0.5313,0.35294117647058826,3.6603,18.3391,10.561,3.7684,1.3334,2.4459,9.6581,-2.0683,170,60,0.4111111111111111,0.5294117647058824,14.329000448229491,14.677631578947368,15,0.9036306588973554,0.9681757059614522,3.098162259076647,113.84615384615384,27
kurucs,humphrey,1990-08-20,748794,2018,Full Season,NBA,Nets,70,8,1358.9833,411,-60,28,73,102,292,49,60,13,40,217,57,107,60,33,100,28,29,149,0,0,21,5,1,0,0,0,0,0,409,2799.2844,2973.5,451,8179.6134,14.3792,0.525,0.8,0.1643835616438356,3.3418,17.8987,9.7072,7.1338,1.0741,1.3243,13.292,-2.5338,365,60,0.3493150684931507,0.8,10.88755100964081,19.414047142857143,29,0.8741829277813788,0.7682213607775754,2.6490391750950875,100.48899755501222,28
kurucs,humphrey,1990-08-20,748794,2020,Full Season,EuroLeague,Buffaloes,27,19,525.67,130,NA,30,51,18,69,16,20,4,25,69,19,0,33,16,0,0,22,58,25,0,0,0,0,0,0,0,0,0,136,954.3156,NA,NA,2114.9654,14.7653,0.5047,0.575,0.16666666666666666,7.5044,16.5009,10.5117,8.3984,2.2025,5.2794,20.3956,0.4483,120,20,0.2608695652173913,0.575,8.902923887610099,19.469259259259257,22,1.0957444784750892,1.5066486579032472,0,95.58823529411764,30
aldemir,kalaitzakis,1988-06-16,283203,2014,Full Season,NBA,Pelicans,56,30,950.5833,328,-100,136,248,0,1,56,67,15,94,183,40,0,63,23,0,0,46,187,0,0,0,0,0,0,0,0,0,0,244.8,1825.3863,1916,349,7625.4324,16.3182,0.5889,0.004,0.26907630522088355,12.105,24.7652,17.1018,9.172,1.4333,4.1843,18.4491,-2.6428,249,67,0,0.00401606425702811,12.421846670354928,16.974701785714284,46,0.8710441262748884,1.7420882525497767,0,133.98692810457516,26
aldemir,kalaitzakis,1988-06-16,283203,2015,Full Season,NBA,Pelicans,71,8,967,451,-20,185,333,0,0,81,99,18,104,212,48,0,69,22,0,0,51,153,0,0,0,1,0,0,0,0,0,0,337.6,1840.9658,1920.5,451,7906.4437,21.031,0.5988,0,0.2972972972972973,11.5804,25.4306,19.6478,10.3893,1.2092,3.9963,15.4861,1.9133,333,99,NA,0,16.790072388831437,13.619718309859154,51,0.8190279214064116,1.8986556359875904,0,133.59004739336493,27
aldemir,kalaitzakis,1988-06-16,283203,2016,Full Season,NBA,Pelicans,59,17,860.7,352,-64,150,314,0,1,52,62,12,75,194,31,0,54,19,0,0,36,134,0,0,0,5,0,0,0,0,0,0,318.8,1735.4548,1822.5,401,7976.5993,20.3643,0.5142,0.0032,0.1968253968253968,8.7873,26.3696,17.8785,6.5036,0.9135,3.5634,13.6267,-3.9943,315,62,0,0.00317460317460317,14.722899965144649,14.58813559322034,36,0.7947019867549668,1.5057511327988846,0,110.41405269761606,28
aldemir,kalaitzakis,1988-06-16,283203,2017,Full Season,NBA,Pelicans,39,15,584.35,207,-64,89,174,0,4,29,40,13,46,131,12,66,31,20,46,19,22,77,0,0,1,1,0,0,0,0,0,0,179,1193.3156,1264,233,8129.6989,17.1796,0.5291,0.0225,0.2247191011235955,9.5327,25.0435,16.645,2.699,1.7993,3.021,13.6805,-3.331,178,40,0,0.02247191011235955,12.752631128604431,14.983333333333334,22,1.232138273295114,1.3553521006246254,2.833918028578762,115.64245810055868,29
gabas,mihm,1995-11-02,769542,2021,Full Season,Italy - Liga A,Rockets,19,19,544,180,NA,56,99,16,45,20,25,2,39,77,22,0,23,14,0,0,5,50,28,0,0,0,0,0,0,0,0,0,138,1007.1475,NA,NA,1407.0443,15.4592,0.5806,0.3125,0.1736111111111111,9.5521,19.2191,13.3435,6.4453,1.1348,0.716,12.9213,-0.9519,144,25,0.35555555555555557,0.3125,11.911764705882351,28.63157894736842,5,0.926470588235294,0.33088235294117646,0,130.43478260869566,26
vuk,niang,1990-03-02,549434,2021,Full Season,Spain - ACB,Knights,21,13,511.48,168,NA,24,56,27,80,39,49,3,7,23,81,0,54,24,0,0,0,38,97,0,0,0,0,0,0,0,0,0,202.6,909.8487,NA,NA,1520.1703,20.1722,0.5331,0.5882,0.3602941176470588,1.2423,7.3907,5.2454,26.6821,2.3213,0,25.5247,-4.186,136,49,0.3375,0.5882352941176471,11.824509267224524,24.356190476190477,0,1.6892156096035034,0,0,82.92201382033564,31
vashil,emchenko,1991-09-17,849876,2015,Full Season,NBA,76ers,41,9,540.4833,93,-102,40,73,0,5,13,27,10,78,98,28,0,17,17,0,0,16,96,0,0,0,0,0,0,0,0,0,0,27.8,1078.054,1145,109,7900.6545,8.6176,0.5174,0.0641,0.34615384615384615,14.1145,21.7711,16.6142,7.3651,1.4014,2.8394,15.9057,-1.5321,78,27,0,0.0641025641025641,6.194455961914087,13.18251951219512,16,1.1323199070165535,1.0657128536626386,0,334.53237410071944,24
mehmet,cook,1987-01-16,477048,2016,Full Season,Italy - Liga A,Seminoles,31,7,744,387,NA,127,218,19,55,76,99,11,28,110,35,0,57,17,0,0,29,75,87,0,0,0,0,0,0,0,0,0,341.6,1363.2407,NA,NA,2464.4607,24.5293,0.6113,0.2015,0.3626373626373626,4.7832,17.8892,11.7579,10.215,0.8868,3.5756,15.2586,-0.8921,273,99,0.34545454545454546,0.20146520146520147,18.725806451612904,24,29,0.8225806451612904,1.403225806451613,0,113.29039812646369,29
dequan,brnovic,1992-12-26,915825,2019,Full Season,NBA,Knicks,19,1,415.55,189,-37,48,105,17,36,42,54,6,8,43,76,4,26,16,29,17,4,46,0,0,2,0,0,0,0,0,0,0,180.6,862.2365,902.5,194,8208.4165,19.627,0.5736,0.2553,0.3829787234042553,3.3199,11.1947,5.7658,28.0493,2.0383,0.5764,13.6297,0.4543,141,54,0.4722222222222222,0.2553191489361702,16.373480928889425,21.871052631578948,4,1.3861147876308508,0.3465286969077127,2.512333052580917,104.65116279069768,27
dowdell,uzoh,1990-03-07,807015,2021,Full Season,Spain - ACB,Roadrunners,19,15,452.64,236,NA,34,77,42,96,42,49,6,2,35,25,0,24,11,0,0,2,50,44,0,0,0,0,0,0,0,0,0,214.6,847.3576,NA,NA,1534.308,22.7362,0.6065,0.5549,0.2832369942196532,0.2598,8.9208,6.652,12.0402,1.6115,0.7549,10.981,0.3293,173,49,0.4375,0.5549132947976878,18.769883351007422,23.82315789473684,2,0.8748674443266172,0.15906680805938497,0,109.97204100652375,31
hiram,harden,1996-10-18,456181,2021,Full Season,Italy - Liga A,Wildcats,17,9,414,180,NA,32,64,31,69,23,32,5,13,70,21,0,16,19,0,0,4,38,28,0,0,0,0,0,0,0,0,0,148.8,774.291,NA,NA,1271.7823,18.5999,0.6119,0.5188,0.24060150375939848,5.1758,20.357,13.1919,8.5237,2.3722,0.5349,9.8111,3.7782,133,32,0.4492753623188406,0.518796992481203,15.652173913043478,24.352941176470587,4,1.6521739130434785,0.34782608695652173,0,120.96774193548386,25
sosa,puerto,1982-10-05,143041,2012,Full Season,NBA,Raptors,17,12,460.7333,163,-29,31,81,24,61,29,34,7,8,26,26,0,25,5,0,0,3,35,0,0,0,1,0,0,0,0,0,0,172.6,856.7856,895.5,184,5937.7434,18.6119,0.5192,0.4296,0.23943661971830985,1.0786,6.5082,3.9161,11.7969,0.6884,0.4386,13.7393,-3.0236,142,34,0.39344262295081966,0.4295774647887324,12.736218545522972,27.10195882352941,3,0.3906815504761649,0.23440893028569892,0,94.43800695249132,30
sosa,puerto,1982-10-05,143041,2013,Full Season,NBA,Raptors,65,2,1495,693,-79,141,331,95,285,126,147,30,34,114,103,0,80,48,0,0,7,131,0,0,0,3,0,0,0,0,0,0,720.8,2815.3974,2998,767,7525.3031,23.602,0.509,0.4627,0.23863636363636365,3.9574,10.4961,7.1645,10.313,1.7061,0.2751,10.5169,-1.8731,616,147,0.3333333333333333,0.46266233766233766,16.6876254180602,23,7,1.1558528428093644,0.16856187290969898,0,96.14317425083242,31
sosa,puerto,1982-10-05,143041,2014,Full Season,NBA,Nets,90,28,2033.55,635,-69,126,268,93,279,104,136,27,50,157,96,0,72,58,0,0,11,179,0,0,0,4,0,0,0,0,0,0,623.4,3847.0458,4087,690,8611.4198,15.7604,0.5232,0.5101,0.24862888482632545,4.2629,9.6142,6.5991,6.5065,1.3697,0.2144,10.6063,-2.652,547,136,0.3333333333333333,0.5100548446069469,11.241425094047356,22.595,11,1.0267758353618055,0.1947333480858597,0,101.86076355470004,32
sosa,puerto,1982-10-05,143041,2015,Full Season,NBA,Nets,80,19,1886.1333,611,-46,137,255,83,226,88,110,29,33,192,90,0,68,60,0,0,6,157,0,0,0,2,0,0,6,0,0,0,560,3647.042,3949,606,8273.9074,14.4542,0.5771,0.4699,0.2286902286902287,2.789,12.8096,8.0647,8.8037,1.6639,0.3872,11.3827,-1.0885,481,110,0.3672566371681416,0.4698544698544699,11.661954115332144,23.57666625,6,1.1452000767920274,0.11452000767920274,0,109.10714285714285,33
edo,beliauskas,1989-04-19,368277,2012,Full Season,NBA,Spurs,59,2,634.2167,201,91,49,111,21,72,40,54,14,16,68,44,0,30,9,0,0,2,36,0,0,0,0,0,0,0,0,0,0,218.6,1226.3707,1346,238,7463.9964,17.0921,0.4861,0.3934,0.29508196721311475,4.2271,10.9495,7.7063,11.8687,0.9244,0.0368,12.6711,-3.7737,183,54,0.2916666666666667,0.39344262295081966,11.409349517286444,10.74943559322034,2,0.5108663962964078,0.1135258658436462,0,91.9487648673376,23
edo,beliauskas,1989-04-19,368277,2013,Full Season,NBA,NA,41,2,418.9833,151,85,32,68,21,63,24,28,6,19,57,42,0,25,15,0,0,5,27,0,0,0,0,0,0,0,0,0,0,148.2,832.7976,894,168,8771.3159,17.7904,0.5285,0.4792,0.21374045801526717,5.9863,15.2546,9.5074,17.0932,1.8199,1.234,14.916,0.4433,131,28,0.3333333333333333,0.4809160305343512,12.974264129381767,10.21910487804878,5,1.288834185037924,0.4296113950126413,0,101.889338731444,24
edo,beliauskas,1989-04-19,368277,2014,Full Season,NBA,76ers,80,62,2309.2333,810,-534,194,366,115,351,77,106,39,59,241,149,0,106,74,0,0,28,154,0,0,0,0,0,0,0,0,0,0,806.4,4770.1939,5043.5,877,8202.913,15.9465,0.5304,0.4895,0.14783821478382148,2.4109,11.2932,7.8068,12.0291,1.4708,1.1703,12.189,-2.5494,717,106,0.32763532763532766,0.4895397489539749,12.627567773251842,28.86541625,28,1.1536296484205386,0.43650851561858217,0,100.44642857142858,25
edo,beliauskas,1989-04-19,368277,2016,Full Season,NBA,Kings,51,15,721,179,-82,44,92,23,86,22,29,11,13,73,41,0,42,21,0,0,14,54,0,0,0,0,0,0,0,0,0,0,218.6,1501.3831,1596,231,8248.2366,13.7082,0.4692,0.4831,0.16292134831460675,1.5169,12.7063,6.4516,8.0399,1.6953,1.9825,18.0443,-2.5805,178,29,0.26744186046511625,0.4831460674157303,8.9375866851595,14.137254901960784,14,1.0485436893203883,0.6990291262135921,0,81.8847209515096,27
edo,beliauskas,1989-04-19,368277,2015,Full Season,EuroLeague,Great Danes,24,24,682.11,349,NA,80,178,46,140,51,65,14,18,105,60,0,50,21,0,0,13,58,80,0,0,0,0,0,0,0,0,0,376,1194.3792,NA,NA,1680.9735,28.7672,0.5035,0.4403,0.20440251572327045,4.1598,18.6584,11.4308,20.7434,1.597,1.5946,12.6072,1.8191,318,65,0.32857142857142857,0.440251572327044,18.41931653252408,28.42125,13,1.1083256366275234,0.6861063464837049,0,92.8191489361702,26
edo,beliauskas,1989-04-19,368277,2017,Full Season,EuroLeague,Cyclones,34,20,764.02,312,NA,69,149,47,136,33,49,15,27,95,45,0,35,20,0,0,14,58,49,0,0,0,0,0,0,0,0,0,312.6,1337.8655,NA,NA,2390.2513,21.7618,0.5089,0.4772,0.17192982456140352,4.0915,18.463,10.0144,10.8645,1.512,1.8687,10.2471,-0.379,285,49,0.34558823529411764,0.47719298245614034,14.701185832831602,22.471176470588233,14,0.9423837072327952,0.6596685950629565,0,99.80806142034548,28
edo,beliauskas,1989-04-19,368277,2018,Full Season,EuroLeague,Golden Panthers,31,29,674.68,286,NA,64,112,41,119,35,40,5,17,70,39,0,27,20,0,0,9,71,40,0,0,0,0,0,0,0,0,0,257,1172.3086,NA,NA,2363.112,20.2542,0.5752,0.5152,0.17316017316017315,4.6268,15.417,8.1819,13.294,2.1635,1.8577,9.7968,-0.55,231,40,0.3445378151260504,0.5151515151515151,15.260567972964964,21.763870967741937,9,1.067172585522025,0.48022766348491136,0,111.284046692607,29
edo,beliauskas,1989-04-19,368277,2019,Full Season,EuroLeague,Broncos,36,20,541.08,179,NA,25,56,35,82,24,29,2,16,59,25,0,13,8,0,0,2,45,30,0,0,0,0,0,0,0,0,0,146.6,949.4797,NA,NA,2526.8604,15.3521,0.5937,0.5942,0.21014492753623187,5.0729,15.6391,10.5307,8.9166,0.7961,0.7867,7.9384,-0.2628,138,29,0.4268292682926829,0.5942028985507246,11.909514304723883,15.03,2,0.5322687957418496,0.1330671989354624,0,122.10095497953614,30
edo,beliauskas,1989-04-19,368277,2020,Full Season,EuroLeague,Broncos,28,16,400.21,98,NA,22,40,14,44,12,16,2,21,69,9,0,9,8,0,0,4,23,21,0,0,0,0,0,0,0,0,0,78.4,698.1031,NA,NA,2101.9355,12.6473,0.5382,0.5238,0.1904761904761905,9.2417,21.4116,14.4434,4.0628,1.5687,0.9639,8.9964,-0.7793,84,16,0.3181818181818182,0.5238095238095238,8.815371929736889,14.293214285714283,4,0.7196221983458685,0.35981109917293425,0,125,31
edo,beliauskas,1989-04-19,368277,2021,Full Season,EuroLeague,Broncos,23,13,422.03,114,NA,30,51,9,27,27,37,3,26,48,14,0,8,13,0,0,3,37,28,0,0,0,0,0,0,0,0,0,74.8,731.6652,NA,NA,1594.9722,12.3456,0.6046,0.3462,0.47435897435897434,8.099,17.4408,12.188,5.3539,1.8148,0.4992,7.8217,0.7739,78,37,0.3333333333333333,0.34615384615384615,9.72442717342369,18.34913043478261,3,1.108925905741298,0.2559059782479919,0,152.4064171122995,32
alexis,macura,1980-08-02,646099,2010,Full Season,NBA,Rockets,63,0,890.8167,367,27,120,262,27,78,46,67,20,54,154,44,0,37,15,0,0,12,119,0,0,0,2,0,0,0,0,0,0,349.8,1745.3174,1822,414,7799.7065,20.1822,0.4966,0.2294,0.19705882352941176,7.4453,19.8928,13.9791,8.1202,1.1094,0.809,9.1025,-2.6191,340,67,0.34615384615384615,0.22941176470588232,14.831333988237985,14.139947619047618,12,0.6061853128707624,0.4849482502966099,0,104.9170954831332,30
alexis,macura,1980-08-02,646099,2012,Full Season,EuroLeague,Terriers,20,19,513.72,234,NA,75,165,12,36,48,65,12,27,96,18,0,31,8,0,0,8,52,74,0,0,0,0,0,0,0,0,0,231,893.1142,NA,NA,1390.8291,26.0132,0.5096,0.1791,0.32338308457711445,7.8032,22.0431,14.4539,9.6159,0.619,1.6994,11.8956,-2.2675,201,65,0.3333333333333333,0.1791044776119403,16.398037841625786,25.686,8,0.5606166783461808,0.5606166783461808,0,101.29870129870127,32
alexis,macura,1980-08-02,646099,2012,Full Season,Italy - Liga A,Terriers,38,33,913,530,NA,170,327,24,56,118,138,9,43,150,52,0,69,14,0,0,10,92,139,0,0,0,0,0,0,0,0,0,464.2,1632.4839,NA,NA,3173.7776,27.6898,0.5972,0.1462,0.360313315926893,7.28,21.9895,13.9276,8.909,1.0643,1.2406,13.4576,1.3132,383,138,0.42857142857142855,0.1462140992167102,20.89813800657174,24.026315789473685,10,0.5520262869660459,0.39430449069003287,0,114.17492460146488,32
alexis,macura,1980-08-02,646099,2013,Full Season,EuroLeague,Blue Demons,23,15,463.82,169,NA,53,116,13,38,24,30,6,15,78,10,0,34,10,0,0,3,51,52,0,0,0,0,0,0,0,0,0,185,800.3231,NA,NA,1656.5112,22.036,0.5054,0.2468,0.1948051948051948,4.1498,25.7677,13.8355,6.6546,1.1091,0.5679,16.8986,-4.0031,154,30,0.34210526315789475,0.24675324675324675,13.117157518002674,20.166086956521735,3,0.7761631667457204,0.23284895002371608,0,91.35135135135135,33
